"FECcommittee","icpsr","first","last","fullname","state","chamber","district","party","start","end","twitter","twitter_lower","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","female","Official","c111th","c112th","c113th","c114th","c115th","c116th","c117th","user_id","screen_name","name"
"C00472878",21180,"diane","black","dianeblack","TN","House","6","R","1/5/2011","1/3/2019","repdianeblack","repdianeblack",1,4987,0,0,3070,0.616,1,NA,NA,NA,1,1,0,1,1,1,1,0,0,"110545675","RepDianeBlack","Diane Black"
"C00472878",21180,"diane","black","dianeblack","TN","House","6","R","1/5/2011","1/3/2019","DianeBlackTN","dianeblacktn",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,1,1,1,1,0,0,"3303026415","DianeBlackTN","Diane Black"
"C00376939",20351,"marsha","blackburn","marshablackburn","TN","House","7","R","1/7/2003","1/3/2019","marshablackburn","marshablackburn",2,5270,0,0,4401,0.835,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"278145569","MarshaBlackburn","Sen. Marsha Blackburn"
"C00376939",20351,"marsha","blackburn","marshablackburn","TN","House","7","R","1/7/2003","1/3/2019","VoteMarsha","votemarsha",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"63150856","VoteMarsha","Marsha Blackburn"
"C00543926",21520,"rod","blum","rodblum","IA","House","1","R","1/6/2015","1/3/2019","reprodblum","reprodblum",1,1567,0,0,1081,0.69,1,NA,NA,NA,0,1,0,0,0,1,1,0,0,"2965083477","RepRodBlum","Rod Blum"
"C00543926",21520,"rod","blum","rodblum","IA","House","1","R","1/6/2015","1/3/2019","RodBlum","rodblum",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,NA,NA,NA
"C00543926",21520,"rod","blum","rodblum","IA","House","1","R","1/6/2015","1/3/2019","BlumforCongress","blumforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,"1268220421","BlumforCongress","Blum for Congress"
"C00307314",29588,"earl","blumenauer","earlblumenauer","OR","House","3","D","5/21/1996","1/3/2019","repblumenauer","repblumenauer",6,2615,0,0,2328,0.89,0,NA,NA,NA,0,1,1,1,1,1,1,1,1,"15954997","repblumenauer","Earl Blumenauer"
"C00492991",41101,"richard","blumenthal","richardblumenthal","CT","Senate",NA,"D","1/5/2011","1/3/2023","senblumenthal","senblumenthal",2,7686,0,0,6187,0.805,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,"278124059","SenBlumenthal","Richard Blumenthal"
"C00492991",41101,"richard","blumenthal","richardblumenthal","CT","Senate",NA,"D","1/5/2011","1/3/2023","DickBlumenthal","dickblumenthal",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"102477372","DickBlumenthal","Richard Blumenthal"
"C00304758",29735,"roy","blunt","royblunt","MO","Senate",NA,"R","1/7/1997","1/3/2023","royblunt","royblunt",4,8407,0,0,7329,0.872,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,"21269970","RoyBlunt","Senator Roy Blunt"
"C00590778",21706,"lisa","bluntrochester","lisabluntrochester","DE","House","0","D","1/3/2017","1/3/2019","repbrochester","repbrochester",1,88,1,0,60,0.682,1,NA,NA,NA,1,1,0,0,0,0,1,1,1,NA,NA,NA
"C00590778",21706,"lisa","bluntrochester","lisabluntrochester","DE","House","0","D","1/3/2017","1/3/2019","RepLBR","replbr",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,1,1,1,"817050219007328258","RepLBR","Rep. Lisa Blunt Rochester"
"C00237198",29137,"john","boehner","johnboehner","OH","House","8","R","1/3/1991","10/31/2015","speakerboehner","speakerboehner",6,22672,0,0,17763,0.783,0,NA,NA,NA,0,0,1,1,1,1,0,0,0,"7713202","SpeakerBoehner","John Boehner"
"C00500421",21198,"suzanne","bonamici","suzannebonamici","OR","House","1","D","2/7/2012","1/3/2019","repbonamici","repbonamici",3,1854,1,0,1329,0.717,0,NA,NA,NA,1,1,0,1,1,1,1,1,1,"558769636","RepBonamici","Suzanne Bonamici"
"C00332890",29775,"mary","bonomack","marybonomack","CA","House","45","R","4/7/1998","1/3/2013","marybonousa","marybonousa",0,6484,0,0,1634,0.252,0,NA,NA,NA,1,0,1,1,0,0,0,0,0,"19616327","MaryBonoUSA","Mary Bono"
"C00540500",41308,"cory","booker","corybooker","NJ","Senate",NA,"D","10/31/2013","1/3/2021","corybooker","corybooker",6,58987,0,0,21441,0.363,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"15808765","CoryBooker","Cory Booker"
"C00540500",41308,"cory","booker","corybooker","NJ","Senate",NA,"D","10/31/2013","1/3/2021","SenBooker","senbooker",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,1,1,1,1,1,"2167097881","SenBooker","Sen. Cory Booker"
"C00367979",20101,"john","boozman","johnboozman","AR","Senate",NA,"R","11/29/2001","1/3/2023","johnboozman","johnboozman",5,3055,0,0,2646,0.866,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"5558312","JohnBoozman","Senator John Boozman"
"C00367979",20101,"john","boozman","johnboozman","AR","Senate",NA,"R","11/29/2001","1/3/2023","Boozman4AR","boozman4ar",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"111671288","Boozman4AR","John Boozman"
"C00410829",20523,"dan","boren","danboren","OK","House","2","D","1/4/2005","1/3/2013","danboren","danboren",4,0,1,0,NA,NA,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"49524149","danboren","Dan Boren"
"C00546499",21519,"mike","bost","mikebost","IL","House","12","R","1/6/2015","1/3/2019","repbost","repbost",2,813,0,0,605,0.744,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2964877294","RepBost","Rep. Mike Bost"
"C00546499",21519,"mike","bost","mikebost","IL","House","12","R","1/6/2015","1/3/2019","BostForCongress","bostforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"2282437802","BostForCongress","Mike Bost"
"C00546499",21519,"mike","bost","mikebost","IL","House","12","R","1/6/2015","1/3/2019","RepMikeBost","repmikebost",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"1324891934","RepMikeBost","Mike Bost"
"C00316661",29721,"leonard","boswell","leonardboswell","IA","House","3","D","1/7/1997","1/3/2013","leonardboswell","leonardboswell",1,185,0,0,116,0.627,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"19891734","LeonardBoswell","Leonard Boswell"
"C00279315",15011,"barbara","boxer","barbaraboxer","CA","Senate",NA,"D","1/3/1983","1/3/2017","senatorboxer","senatorboxer",2,2231,0,0,1807,0.81,1,NA,NA,NA,1,1,1,1,1,1,0,0,0,"15442036","SenatorBoxer","Sen. Barbara Boxer"
"C00279315",15011,"barbara","boxer","barbaraboxer","CA","Senate",NA,"D","1/3/1983","1/3/2017","BarbaraBoxer","barbaraboxer",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,0,0,0,"15939889","BarbaraBoxer","Barbara Boxer"
"C00543363",21548,"brendan","boyle","brendanboyle","PA","House","13","D","1/6/2015","1/3/2019","repbrendanboyle","repbrendanboyle",2,4378,0,0,2946,0.673,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"231108733","RepBrendanBoyle","US Rep Brendan Boyle"
"C00543363",21548,"brendan","boyle","brendanboyle","PA","House","13","D","1/6/2015","1/3/2019","CongBoyle","congboyle",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"4304448314","CongBoyle","Rep. Brendan Boyle"
"C00311043",29760,"kevin","brady","kevinbrady","TX","House","8","R","1/7/1997","1/3/2019","repkevinbrady","repkevinbrady",1,10075,0,0,7439,0.738,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"19926675","RepKevinBrady","Rep. Kevin Brady"
"C00311043",29760,"kevin","brady","kevinbrady","TX","House","8","R","1/7/1997","1/3/2019","bradyfortexas","bradyfortexas",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"570005456","bradyfortexas","Kevin Brady for Congress"
"C00333740",29777,"robert","brady","robertbrady","PA","House","1","D","5/19/1998","1/3/2019","repbrady","repbrady",0,662,1,0,516,0.779,0,NA,NA,NA,0,1,1,1,1,1,1,0,0,NA,NA,NA
"C00409441",20719,"bruce","braley","brucebraley","IA","House","1","D","1/4/2007","1/3/2015","brucebraley","brucebraley",2,6247,0,0,4441,0.711,0,NA,NA,NA,0,0,1,1,1,0,0,0,0,"29293808","BruceBraley","Bruce Braley"
"C00554949",21553,"david","brat","davidbrat","VA","House","7","R","11/12/2014","1/3/2019","repdavebrat","repdavebrat",1,1397,0,0,1056,0.756,1,NA,NA,NA,0,1,0,0,1,1,1,0,0,NA,NA,NA
"C00554949",21553,"david","brat","davidbrat","VA","House","7","R","11/12/2014","1/3/2019","DaveBratVA7th","davebratva7th",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,"2279098645","DaveBratVA7th","Dave Brat"
"C00502393",21354,"jim","bridenstine","jimbridenstine","OK","House","1","R","1/3/2013","1/3/2019","repjbridenstine","repjbridenstine",1,1434,0,0,1236,0.862,1,NA,NA,NA,0,1,0,0,1,1,1,0,0,"1092757885","RepJBridenstine","Jim Bridenstine"
"C00502393",21354,"jim","bridenstine","jimbridenstine","OK","House","1","R","1/3/2013","1/3/2019","JimBridenstine","jimbridenstine",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,NA,NA,NA
"C00648725",21904,"anthony","brindisi","anthonybrindisi","NY","House","22","D","","","ABrindisiNY","abrindisiny",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA
"C00648725",21904,"anthony","brindisi","anthonybrindisi","NY","House","22","D","","","RepBrindisi","repbrindisi",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,0,"1080978331535896576","RepBrindisi","Rep. Anthony Brindisi"
"C00464149",21193,"mo","brooks","mobrooks","AL","House","5","R","1/5/2011","1/3/2019","MoBrooks","mobrooks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,"68277792","MoBrooks","Mo Brooks"
"C00464149",21193,"mo","brooks","mobrooks","AL","House","5","R","1/5/2011","1/3/2019","repmobrooks","repmobrooks",3,1153,0,0,958,0.831,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,"237299871","RepMoBrooks","Mo Brooks"
"C00464149",21193,"mo","brooks","mobrooks","AL","House","5","R","1/5/2011","1/3/2019","mobrooksforsen","mobrooksforsen",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"864080531134271489","mobrooksforsen","Mo Brooks"
"C00464149",21193,"mo","brooks","mobrooks","AL","House","5","R","1/5/2011","1/3/2019","MoInTheHouse","mointhehouse",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"1448772774441402368","Mointhehouse","Doesn't matter"
"C00500207",21331,"susan","brooks","susanbrooks","IN","House","5","R","1/3/2013","1/3/2019","susanwbrooks","susanwbrooks",5,3244,0,0,1415,0.436,1,NA,NA,NA,1,0,0,0,1,1,1,1,0,"1074101017","SusanWBrooks","Susan W. Brooks"
"C00500207",21331,"susan","brooks","susanbrooks","IN","House","5","R","1/3/2013","1/3/2019","SusanBrooksIN","susanbrooksin",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,0,NA,NA,NA
"C00432955",20753,"paul","broun","paulbroun","GA","House","10","R","7/25/2007","1/3/2015","paulbrounforga","paulbrounforga",3,1261,0,0,623,0.494,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"195898927","PaulBrounforGA","Paul Broun"
"C00432955",20753,"paul","broun","paulbroun","GA","House","10","R","7/25/2007","1/3/2015","paulbrounmd","paulbrounmd",0,1592,0,0,930,0.584,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"18811140","PaulBrounMD","Paul Broun"
"C00574640",21707,"anthony","brown","anthonybrown","MD","House","4","D","1/3/2017","1/3/2019","anthonybrownmd4","anthonybrownmd4",1,1861,0,0,47,0.025,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,NA,NA,NA
"C00574640",21707,"anthony","brown","anthonybrown","MD","House","4","D","1/3/2017","1/3/2019","RepAnthonyBrown","repanthonybrown",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"823552974253342721","RepAnthonyBrown","Anthony Brown"
"C00467233",40913,"scott","brown","scottbrown","MA","Senate",NA,"R","2/4/2010","1/3/2013","senscottbrown","senscottbrown",1,4806,0,0,935,0.195,0,NA,NA,NA,0,1,1,1,0,0,0,0,0,"26820275","SenScottBrown","Scott P. Brown"
"C00264697",29389,"sherrod","brown","sherrodbrown","OH","Senate",NA,"D","1/5/1993","1/3/2019","sensherrodbrown","sensherrodbrown",5,2864,0,0,2430,0.848,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"43910797","SenSherrodBrown","Sherrod Brown"
"C00264697",29389,"sherrod","brown","sherrodbrown","OH","Senate",NA,"D","1/5/1993","1/3/2019","SherrodBrown","sherrodbrown",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"24768753","SherrodBrown","Sherrod Brown"
"C00320051",29523,"samuel","brownback","samuelbrownback","KS","Senate",NA,"R","1/4/1995","1/3/2011","govsambrownback","govsambrownback",6,3007,0,1,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,NA,NA,NA
"C00513077",21308,"julia","brownley","juliabrownley","CA","House","26","D","","","RepBrownley","repbrownley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,"1243902714","RepBrownley","Congresswoman Julia Brownley"
"C00513077",21308,"julia","brownley","juliabrownley","CA","House","26","D","1/3/2013","1/3/2019","juliabrownley26","juliabrownley26",3,1278,1,0,1106,0.865,1,NA,NA,NA,1,0,0,0,1,1,1,1,1,"923251678652043269","JuliaBrownley26","Follow me @RepBrownley"
"C00513078",21308,"julia","brownley","juliabrownley","CA","House","26","D","1/3/2013","1/3/2019","JuliaBrownley","juliabrownley",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,1,"44251742","JuliaBrownley","Julia Brownley"
"C00412759",20709,"vern","buchanan","vernbuchanan","FL","House","16","R","1/4/2007","1/3/2019","vernbuchanan","vernbuchanan",3,2194,0,0,1655,0.754,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,"20467163","VernBuchanan","Rep. Vern Buchanan"
"C00573378",21510,"ken","buck","kenbuck","CO","House","4","R","1/6/2015","1/3/2019","repkenbuck","repkenbuck",0,1061,0,0,954,0.899,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2862577383","RepKenBuck","Rep. Ken Buck"
"C00573379",21510,"ken","buck","kenbuck","CO","House","4","R","1/6/2015","1/3/2019","BuckForColorado","buckforcolorado",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"34959770","BuckForColorado","Ken Buck"
"C00468256",21132,"larry","bucshon","larrybucshon","IN","House","8","R","1/5/2011","1/3/2019","replarrybucshon","replarrybucshon",1,4596,0,0,3204,0.697,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,"234812598","RepLarryBucshon","Larry Bucshon, MD"
"C00468256",21132,"larry","bucshon","larrybucshon","IN","House","8","R","1/5/2011","1/3/2019","DrLarryBucshon","drlarrybucshon",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"80956768","DrLarryBucshon","Dr. Larry Bucshon"
"C00614776",21708,"ted","budd","tedbudd","NC","House","13","R","1/3/2017","1/3/2019","reptedbudd","reptedbudd",5,146,0,0,90,0.616,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"817138492614524928","RepTedBudd","Congressman Ted Budd"
"C00614776",21708,"ted","budd","tedbudd","NC","House","13","R","1/3/2017","1/3/2019","buddforcongress","buddforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"1387547723059052547","BuddForCongress","Budd For Congress"
"C00473751",21158,"annmarie","buerkle","annmariebuerkle","NY","House","25","R","1/5/2011","1/3/2013","annmbuerkle","annmbuerkle",4,88,1,1,NA,NA,0,NA,NA,NA,1,0,0,1,0,0,0,0,0,"218349372","annmbuerkle","Ann Marie Buerkle"
"C00652149",21905,"tim","burchett","timburchett","TN","House","2","R","","","timburchett","timburchett",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,"353890966","timburchett","Tim Burchett"
"C00652149",21905,"tim","burchett","timburchett","TN","House","2","R","","","RepTimBurchett","reptimburchett",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1028854804087492613","RepTimBurchett","Rep. Tim Burchett"
"C00372532",20355,"michael","burgess","michaelburgess","TX","House","26","R","","","DrBurgessTX","drburgesstx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,"1272912622942388229","DrBurgessTX","Dr. Michael Burgess"
"C00372532",20355,"michael","burgess","michaelburgess","TX","House","26","R","1/7/2003","1/3/2019","michaelcburgess","michaelcburgess",6,4734,0,1,NA,NA,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,"15751083","michaelcburgess","Michael Burgess, MD"
"C00385526",29548,"richard","burr","richardburr","NC","Senate",NA,"R","1/4/1995","1/3/2023","senatorburr","senatorburr",4,3069,1,0,2612,0.851,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"21157904","SenatorBurr","Richard Burr"
"C00385526",29548,"richard","burr","richardburr","NC","Senate",NA,"R","1/4/1995","1/3/2023","BurrForSenate","burrforsenate",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"213339899","BurrForSenate","Richard Burr"
"C00458349",40903,"roland","burris","rolandburris","IL","Senate",NA,"D","1/15/2009","11/29/2010","rolandwburris","rolandwburris",1,50,0,1,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,"52397612","rolandwburris","Roland Burris"
"C00145862",15014,"dan","burton","danburton","IN","House","5","R","1/3/1983","1/3/2013","danburton","danburton",6,232,0,1,NA,NA,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"15378621","danburton","Dan Burton"
"C00498568",21329,"cheri","bustos","cheribustos","IL","House","17","D","1/3/2013","1/3/2019","repcheri","repcheri",6,2312,0,0,1739,0.752,1,NA,NA,NA,1,1,0,0,1,1,1,1,1,"1092979962","RepCheri","Rep. Cheri Bustos"
"C00498568",21329,"cheri","bustos","cheribustos","IL","House","17","D","1/3/2013","1/3/2019","CheriBustos","cheribustos",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,1,"257180565","CheriBustos","Cheri Bustos"
"C00401190",20340,"george","butterfield","georgebutterfield","NC","House","1","D","7/21/2004","1/3/2019","gkbutterfield","gkbutterfield",6,2951,0,0,2167,0.734,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,"432676344","GKButterfield","G. K. Butterfield"
"C00027987",1366,"robert","byrd","robertbyrd","WV","Senate",NA,"D","1/3/1953","6/28/2010","robertbyrdnews","robertbyrdnews",1,655,1,1,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,NA,NA,NA
"C00545673",21376,"bradley","byrne","bradleybyrne","AL","House","1","R","1/8/2014","1/3/2019","repbyrne","repbyrne",2,9030,0,0,7031,0.779,1,NA,NA,NA,0,1,0,0,1,1,1,1,0,"2253968388","RepByrne","Archive: Rep. Bradley Byrne"
"C00545673",21376,"bradley","byrne","bradleybyrne","AL","House","1","R","1/8/2014","1/3/2019","BradleyByrne","bradleybyrne",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,0,"42481696","BradleyByrne","Bradley Byrne"
"C00257337",29323,"ken","calvert","kencalvert","CA","House","42","R","1/5/1993","1/3/2019","kencalvert","kencalvert",1,3877,0,0,3382,0.872,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"22545491","KenCalvert","Ken Calvert"
"C00257337",29323,"ken","calvert","kencalvert","CA","House","42","R","1/5/1993","1/3/2019","TeamCalvert","teamcalvert",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"138553197","TeamCalvert","Ken Calvert"
"C00412312",20539,"john","campbell","johncampbell","CA","House","45","R","12/7/2005","1/3/2015","repjohncampbell","repjohncampbell",0,73,0,0,1,0.014,0,NA,NA,NA,0,1,1,1,1,0,0,0,0,"432516504","RepJohnCampbell","technoscale"
"C00394353",21183,"francisco","canseco","franciscocanseco","TX","House","23","R","1/5/2011","1/3/2013","quicocanseco","quicocanseco",7,55,1,1,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,"2447531750","QuicoCanseco","Francisco Canseco"
"C00355461",20144,"eric","cantor","ericcantor","VA","House","7","R","1/3/2001","8/18/2014","ericcantor","ericcantor",7,7722,0,1,NA,NA,1,NA,NA,NA,0,0,1,1,1,0,0,0,0,"18891923","EricCantor","Eric Cantor"
"C00355461",20144,"eric","cantor","ericcantor","VA","House","7","R","1/3/2001","8/18/2014","gopleader","gopleader",3,8252,0,0,3707,0.449,1,NA,NA,1,0,0,1,1,1,0,0,0,0,"19739126","GOPLeader","Kevin McCarthy"
"C00349506",39310,"maria","cantwell","mariacantwell","WA","Senate",NA,"D","1/5/1993","1/3/2019","senatorcantwell","senatorcantwell",7,3453,0,0,2961,0.858,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"117501995","SenatorCantwell","Sen. Maria Cantwell"
"C00349506",39310,"maria","cantwell","mariacantwell","WA","Senate",NA,"D","1/5/1993","1/3/2019","MariaCantwell","mariacantwell",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"35567751","MariaCantwell","Maria Cantwell"
"C00347849",20146,"shelley","capito","shelleycapito","WV","Senate",NA,"R","1/3/2001","1/3/2021","sencapito","sencapito",5,4860,0,0,4457,0.917,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"193794406","SenCapito","Shelley Moore Capito"
"C00347849",20146,"shelley","capito","shelleycapito","WV","Senate",NA,"R","1/3/2001","1/3/2021","CapitoforWV","capitoforwv",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"158890005","CapitoforWV","Capito for WV"
"C00331389",29774,"lois","capps","loiscapps","CA","House","24","D","3/10/1998","1/3/2017","reploiscapps","reploiscapps",0,2769,0,0,2328,0.841,0,NA,NA,NA,1,1,1,1,1,1,0,0,0,"292990703","RepLoisCapps","Lois Capps"
"C00336388",29919,"michael","capuano","michaelcapuano","MA","House","7","D","1/6/1999","1/3/2019","repmikecapuano","repmikecapuano",0,138,1,0,126,0.913,1,NA,NA,NA,0,1,1,1,1,1,1,0,0,NA,NA,NA
"C00336388",29919,"michael","capuano","michaelcapuano","MA","House","7","D","1/6/1999","1/3/2019","mikecapuano","mikecapuano",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"75785294","mikecapuano","Mike Capuano"
"C00576041",21709,"salud","carbajal","saludcarbajal","CA","House","24","D","","","carbajalsalud","carbajalsalud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,"3237898542","carbajalsalud","Salud Carbajal"
"C00576041",21709,"salud","carbajal","saludcarbajal","CA","House","24","D","1/3/2017","1/3/2019","repcarbajal","repcarbajal",5,124,0,0,93,0.75,0,NA,NA,NA,0,1,0,0,0,0,1,1,1,"816157667882373120","RepCarbajal","Rep. Salud Carbajal"
"C00498873",21309,"tony","cardenas","tonycardenas","CA","House","29","D","","","Tcardenas","tcardenas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1,"2543742324","Tcardenas","#TonyCardenas🇺🇸"
"C00498873",21309,"tony","cardenas","tonycardenas","CA","House","29","D","1/3/2013","1/3/2019","repcardenas","repcardenas",6,6399,0,0,3656,0.571,0,NA,NA,NA,0,1,0,0,1,1,1,1,1,"1222257180","RepCardenas","Rep. Tony Cárdenas"
"C00199836",15408,"benjamin","cardin","benjamincardin","MD","Senate",NA,"D","1/6/1987","1/3/2019","senatorcardin","senatorcardin",6,7913,0,0,5688,0.719,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"109071031","SenatorCardin","Senator Ben Cardin"
"C00199836",15408,"benjamin","cardin","benjamincardin","MD","Senate",NA,"D","1/6/1987","1/3/2019","BenCardinforMD","bencardinformd",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"278094476","BenCardinforMD","Ben Cardin"
"C00383794",20306,"dennis","cardoza","denniscardoza","CA","House","18","D","1/7/2003","8/15/2012","repcardoza","repcardoza",2,170,0,0,159,0.935,0,NA,NA,NA,0,1,1,1,0,0,0,0,0,"107545479","RepCardoza","Rep. Dennis Cardoza"
"C00493684",20516,"russ","carnahan","russcarnahan","MO","House","3","D","1/4/2005","1/3/2013","russcarnahan","russcarnahan",2,586,0,1,NA,NA,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,NA,NA,NA
"C00460899",21113,"john","carney","johncarney","DE","House","1","D","1/5/2011","1/3/2017","johncarneyde","johncarneyde",7,1712,0,0,1423,0.831,0,NA,NA,NA,0,0,0,1,1,1,0,0,0,"237770636","JohnCarneyDE","Governor John Carney"
"C00349217",15015,"thomas","carper","thomascarper","DE","Senate",NA,"D","1/3/1983","1/3/2019","senatorcarper","senatorcarper",1,5611,0,0,4934,0.879,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"249787913","SenatorCarper","Senator Tom Carper"
"C00349217",15015,"thomas","carper","thomascarper","DE","Senate",NA,"D","1/3/1983","1/3/2019","TomCarperforDE","tomcarperforde",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"381577682","TomCarperforDE","Tom Carper"
"C00442921",20757,"andre","carson","andrecarson","IN","House","7","D","3/13/2008","1/3/2019","repandrecarson","repandrecarson",7,3071,0,0,2539,0.827,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"199325935","RepAndreCarson","André Carson"
"C00442921",20757,"andre","carson","andrecarson","IN","House","7","D","3/13/2008","1/3/2019","Andre4Congress","andre4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"267316393","Andre4Congress","André Carson"
